"Altmetric.Attention.Score","Title","Journal","Journal.ISSNs","Output.Type","Publication.Date","DOI","ISBN","News.mentions","Blog.mentions","Policy.mentions","Twitter.mentions","OA","year","SJR","SJRfac"
1,"Role of winter temperature and climate change on the survival and future range expansion of the hemlock woolly adelgid (Adelges tsugae) in eastern North America","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2007-10-11","10.1007/s11027-007-9127-0",NA,0,0,0,1,FALSE,2007,0.891,"A"
1,"Operational approaches to managing forests of the future in Mediterranean regions within a context of changing climates","Environmental Research Letters","1748-9326","Article","2010-05-19","10.1088/1748-9326/5/2/024003",NA,0,0,0,1,TRUE,2010,2.628,"C"
1,"Assessing climate change impacts on wetlands in a flow regulated catchment: A case study in the Macquarie Marshes, Australia","Journal of Environmental Management","0301-4797, 1095-8630","Article","2015-07-01","10.1016/j.jenvman.2015.04.021",NA,0,0,0,1,FALSE,2015,1.141,"A"
1,"Climate change adaptation options in rainfed upland cropping systems in the wet tropics: A case study of smallholder farms in North-West Cambodia","Journal of Environmental Management","0301-4797, 1095-8630","Article","2016-11-01","10.1016/j.jenvman.2016.07.039",NA,0,0,0,1,FALSE,2016,1.141,"A"
1,"Impacts and Adaptation to Climate Change Using a Reservoir Management Tool to a Northern Watershed: Application to Lièvre River Watershed, Quebec, Canada","Water Resources Management","0920-4741, 1573-1650","Article","2014-05-29","10.1007/s11269-014-0694-z",NA,0,0,0,3,FALSE,2014,1.355,"B"
1,"Integrated Ocean Management as a Strategy to Meet Rapid Climate Change: The Norwegian Case","Ambio","0044-7447, 1654-7209","Article","2012-02-01","10.1007/s13280-011-0229-2",NA,0,0,0,1,FALSE,2012,1.221,"B"
1,"Sensitivity of air quality to potential future climate change and emissions in the United States and major cities","Atmospheric Environment","0004-6981, 1352-2310","Article","2014-09-01","10.1016/j.atmosenv.2014.05.079",NA,0,0,0,1,FALSE,2014,1.466,"B"
1,"CLIMATE CHANGE CAN CAUSE SPATIAL MISMATCH OF TROPHICALLY INTERACTING SPECIES","Ecology","0012-9658, 1939-9170","Article","2008-12-01","10.1890/07-1748.1",NA,0,0,0,0,FALSE,2008,3.255,"D"
1,"Bat reproduction declines when conditions mimic climate change projections for western North America","Ecology","0012-9658, 1939-9170","Article","2010-08-01","10.1890/09-0091.1",NA,0,0,0,1,FALSE,2010,3.255,"D"
1,"Potential Impact of Climate Change on Suspended Sediment Yield in NW Spain: A Case Study on the Corbeira Catchment","Water (Switzerland)","2073-4441","Article","2016-10-12","10.3390/w8100444",NA,0,0,0,0,TRUE,2016,0.548,"A"
1,"Assessing freshwater life-stage vulnerability of an endangered Chinook salmon population to climate change influences on stream habitat","Climate Research","0936-577X, 1616-1572","Article","2016-12-28","10.3354/cr01434",NA,0,0,0,1,FALSE,2016,0.831,"A"
1,"The Influence of Climate Change on Atmospheric Deposition of Mercury in the Arctic—A Model Sensitivity Study","International Journal of Environmental Research and Public Health","1660-4601","Article","2015-09-01","10.3390/ijerph120911254",NA,0,0,0,1,TRUE,2015,0.82,"A"
1,"Predicting Impacts of Future Climate Change on the Distribution of the Widespread Conifer Platycladus orientalis","PLoS ONE","1932-6203","Article","2015-07-01","10.1371/journal.pone.0132326",NA,0,0,0,0,TRUE,2015,1.201,"B"
1,"Impact of Climate Change on Drought in the Upstream Yangtze River Region","Water (Switzerland)","2073-4441","Article","2016-12-07","10.3390/w8120576",NA,0,0,0,2,TRUE,2016,0.548,"A"
1,"Forecasting the combined effects of urbanization and climate change on stream ecosystems: from impacts to management options","Journal of Applied Ecology","0021-8901, 1365-2664","Article","2009-02-15","10.1111/j.1365-2664.2008.01599.x",NA,0,0,0,1,FALSE,2009,2.869,"D"
1,"Impact Assessment of Climate and Land-Use Changes on Flooding Behavior in the Upper Ciliwung River, Jakarta, Indonesia","Water (Switzerland)","2073-4441","Article","2016-11-29","10.3390/w8120559",NA,0,0,0,2,TRUE,2016,0.548,"A"
1,"The implications of climate change scenario selection for future streamflow projection in the Upper Colorado River Basin","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2012-11-05","10.5194/hess-16-3989-2012",NA,0,0,0,1,TRUE,2012,2.216,"C"
1,"Quantifying climate change impacts on hydropower generation and implications on electric grid greenhouse gas emissions and operation","Energy","0360-5442, 0149-9386","Article","2016-09-01","10.1016/j.energy.2016.05.131",NA,0,0,0,1,FALSE,2016,1.999,"C"
1,"Current and Future Distribution of the Tropical Tree Cedrela odorata L. in Mexico under Climate Change Scenarios Using MaxLike","PLoS ONE","1932-6203","Article","2016-10-12","10.1371/journal.pone.0164178",NA,0,0,0,1,TRUE,2016,1.201,"B"
1,"A coupled surface–subsurface modeling framework to assess the impact of climate change on freshwater wetlands","Climate Research","0936-577X, 1616-1572","Article","2015-12-03","10.3354/cr01348",NA,0,0,0,2,FALSE,2015,0.831,"A"
1,"Mid-latitude shrub steppe plant communities: climate change consequences for soil water resources","Ecology","0012-9658, 1939-9170","Article","2016-09-01","10.1002/ecy.1457",NA,0,0,0,1,FALSE,2016,3.255,"D"
1,"The direct and indirect effect of climate change on citrus production in Tunisia: a macro and micro spatial analysis","Climatic Change","0165-0009, 1573-1480","Article","2016-09-13","10.1007/s10584-016-1784-0",NA,0,0,0,1,FALSE,2016,1.883,"C"
1,"China’s socioeconomic risk from extreme events in a changing climate: a hierarchical Bayesian model","Climatic Change","0165-0009, 1573-1480","Article","2016-09-08","10.1007/s10584-016-1749-3",NA,0,0,0,3,FALSE,2016,1.883,"C"
1,"Flood frequency matters: Why climate change degrades deep-water quality of peri-alpine lakes","Journal of Hydrology","0022-1694","Article","2016-09-01","10.1016/j.jhydrol.2016.06.023",NA,0,0,0,2,FALSE,2016,1.745,"C"
1,"Climate change impacts on groundwater hydrology – where are the main uncertainties and can they be reduced?","Hydrological Sciences Journal","0262-6667, 2150-3435","Article","2016-07-12","10.1080/02626667.2015.1131899",NA,0,0,0,1,FALSE,2016,0.966,"A"
1,"Building climate change into risk assessments","Natural Hazards","0921-030X, 1573-0840","Article","2016-08-01","10.1007/s11069-016-2487-6",NA,0,0,0,1,FALSE,2016,0.762,"A"
1,"Climate change and heat-related mortality in six cities Part 1: model construction and validation","International Journal of Biometeorology","0020-7128, 1432-1254","Article","2007-08-14","10.1007/s00484-007-0092-9",NA,0,0,0,1,FALSE,2007,0.792,"A"
1,"Dispersal based climate change sensitivity scores for European species","Ecological Indicators","1470-160X, 1872-7034","Article","2016-12-01","10.1016/j.ecolind.2016.06.013",NA,0,0,0,2,FALSE,2016,1.308,"B"
1,"The Portuguese National Strategy for Integrated Coastal Zone Management as a spatial planning instrument to climate change adaptation in the Minho River Estuary (Portugal NW-Coastal Zone)","Environmental Science and Policy","1462-9011, 1873-6416","Article","2016-06-28","10.1016/j.envsci.2013.04.005",NA,0,0,0,1,FALSE,2016,1.656,"B"
1,"Quasi-deterministic responses of marine species to climate change","Climate Research","0936-577X, 1616-1572","Article","2016-06-27","10.3354/cr01398",NA,0,0,0,2,FALSE,2016,0.831,"A"
1,"A climate change adaptive dynamic programming approach to optimize eucalypt stand management scheduling: a Portuguese application","Canadian Journal of Forest Research","0045-5067, 1208-6037","Article","2016-05-24","10.1139/cjfr-2015-0329",NA,0,0,0,1,FALSE,2016,0.794,"A"
1,"Water-Borne Diseases and Extreme Weather Events in Cambodia: Review of Impacts and Implications of Climate Change","International Journal of Environmental Research and Public Health","1660-4601","Article","2015-01-01","10.3390/ijerph120100191",NA,0,0,0,1,TRUE,2015,0.82,"A"
1,"Revision of urban drainage design rules after assessment of climate change impacts on precipitation extremes at Uccle, Belgium","Journal of Hydrology","0022-1694","Article","2013-07-01","10.1016/j.jhydrol.2013.05.037",NA,0,0,0,1,FALSE,2013,1.745,"C"
1,"Response to commentary by J. L. Bamber, W. P. Aspinall and R. M. Cooke (2016)","Climatic Change","0165-0009, 1573-1480","Article","2016-06-07","10.1007/s10584-016-1712-3",NA,0,0,0,3,FALSE,2016,1.883,"C"
1,"Deciduousness in tropical trees and its potential as indicator of climate change: A review","Ecological Indicators","1470-160X, 1872-7034","Article","2016-10-01","10.1016/j.ecolind.2016.04.011",NA,0,0,0,1,FALSE,2016,1.308,"B"
1,"Climate model sensitivity to atmospheric CO2 concentrations for the middle Miocene","Global and Planetary Change","0921-8181","Article","2009-06-01","10.1016/j.gloplacha.2009.02.001",NA,0,0,0,1,FALSE,2009,1.741,"B"
1,"Community engagement and climate change: learning from recent Australian experience","International Journal of Climate Change Strategies and Management","1756-8692","Article","2010-05-18","10.1108/17568691011040399",NA,0,0,0,1,FALSE,2010,0.296,"A"
1,"Riparian Ecosystems in the 21st Century: Hotspots for Climate Change Adaptation?","Ecosystems","1432-9840, 1435-0629","Article","2013-03-13","10.1007/s10021-013-9656-1",NA,0,0,0,1,FALSE,2013,2.013,"C"
1,"Modeling postglacial vegetation dynamics of temperate forests on the Olympic Peninsula (WA, USA) with special regard to snowpack","Climatic Change","0165-0009, 1573-1480","Article","2016-05-16","10.1007/s10584-016-1696-z",NA,0,0,0,3,FALSE,2016,1.883,"C"
1,"A multi-disciplinary approach to evaluate pluvial floods risk under changing climate: The case study of the municipality of Venice (Italy)","Science of the Total Environment","0048-9697, 1879-1026","Article","2016-05-01","10.1016/j.scitotenv.2016.03.150",NA,0,0,0,2,FALSE,2016,1.621,"B"
1,"A crop and cultivar-specific approach to assess future winter chill risk for fruit and nut trees","Climatic Change","0165-0009, 1573-1480","Article","2016-05-10","10.1007/s10584-016-1692-3",NA,0,0,0,5,FALSE,2016,1.883,"C"
1,"Impacts of Climate and Land Use/Cover Change on Streamflow Using SWAT and a Separation Method for the Xiying River Basin in Northwestern China","Water (Switzerland)","2073-4441","Article","2016-05-07","10.3390/w8050192",NA,0,0,0,1,TRUE,2016,0.548,"A"
1,"Evaluating the variability in surface water reservoir planning characteristics during climate change impacts assessment","Journal of Hydrology","0022-1694","Article","2016-04-01","10.1016/j.jhydrol.2016.04.051",NA,0,0,0,1,TRUE,2016,1.745,"C"
1,"Addressing climate change under preferential trade agreements: Towards alignment of carbon standards under the Transatlantic Trade and Investment Partnership","Global Environmental Change","0959-3780","Article","2015-11-01","10.1016/j.gloenvcha.2015.06.006",NA,0,0,0,1,FALSE,2015,3.507,"D"
1,"A new seasonal?deciduous spring phenology submodel in the Community Land Model 4.5: Impacts on carbon and water cycling under future climate scenarios","Global Change Biology","1354-1013, 1365-2486","Article","2016-04-01","10.1111/gcb.13326",NA,0,0,0,2,FALSE,2016,4.768,"D"
1,"Observed changes and variability of atmospheric parameters in the Baltic Sea region during the last 200 years","Climate Research","0936-577X, 1616-1572","Article","2014-09-23","10.3354/cr01244",NA,0,0,0,2,FALSE,2014,0.831,"A"
1,"
              Climatic drivers of leaf traits and genetic divergence in the tree
              Annona crassiflora
              : a broad spatial survey in the Brazilian savannas
            ","Global Change Biology","1354-1013, 1365-2486","Article","2016-04-01","10.1111/gcb.13312",NA,0,0,0,2,FALSE,2016,4.768,"D"
1,"Derivation of RCM-driven potential evapotranspiration for hydrological climate change impact analysis in Great Britain: a comparison of methods and associated uncertainty in future projections","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2013-04-10","10.5194/hess-17-1365-2013",NA,0,0,0,2,TRUE,2013,2.216,"C"
1,"Early signs of range disjunction of sub-mountainous plant species: an unexplored consequence of future and contemporary climate changes","Global Change Biology","1354-1013, 1365-2486","Article","2016-03-01","10.1111/gcb.13243",NA,0,0,0,2,FALSE,2016,4.768,"D"
1,"Modelling and predicting crop yield, soil carbon and nitrogen stocks under climate change scenarios with fertiliser management in the North China Plain ","Geoderma","0016-7061, 1872-6259","Article","2016-03-01","10.1016/j.geoderma.2015.11.027",NA,0,0,0,1,FALSE,2016,1.551,"B"
1,"Impact of climate change on mercury concentrations and deposition in the eastern United States.","Science of the Total Environment","0048-9697, 1879-1026","Article","2014-04-28","10.1016/j.scitotenv.2014.03.084",NA,0,0,0,1,FALSE,2014,1.621,"B"
1,"Nutrient reduction and climate change cause a potential shift from pelagic to benthic pathways in a eutrophic marine ecosystem","Global Change Biology","1354-1013, 1365-2486","Article","2012-12-03","10.1111/j.1365-2486.2012.02799.x",NA,0,0,0,1,FALSE,2012,4.768,"D"
1,"The fate of the Arctic seaweed Fucus distichus under climate change: an ecological niche modeling approach","Ecology and Evolution","2045-7758","Article","2016-02-16","10.1002/ece3.2001",NA,0,0,0,1,TRUE,2016,1.579,"B"
1,"The end of trend?estimation for extreme floods under climate change?","Hydrological Processes","0885-6087, 1099-1085","Article","2016-02-01","10.1002/hyp.10816",NA,0,0,0,1,FALSE,2016,1.446,"B"
1,"Two decadally resolved records from north-west European peat bogs show rapid climate changes associated with solar variability during the mid-late Holocene","Journal of Quaternary Science","0267-8179, 1099-1417","Article","2008-12-01","10.1002/jqs.1158",NA,0,0,0,1,FALSE,2008,1.335,"B"
1,"Holocene lake salinity changes in the Wimmera, southeastern Australia, provide evidence for millennial-scale climate variability ","Quaternary Research","0033-5894, 1096-0287","Article","2012-01-01","10.1016/j.yqres.2011.09.013",NA,0,0,0,0,FALSE,2012,1.073,"A"
1,"Regional climate change scenarios applied to viticultural zoning in Mendoza, Argentina","International Journal of Biometeorology","0020-7128, 1432-1254","Article","2016-01-28","10.1007/s00484-015-1126-3",NA,0,0,0,2,FALSE,2016,0.792,"A"
1,"Holocene climate and environmental change in north-eastern Kamchatka (Russian Far East), inferred from a multi-proxy study of lake sediments","Global and Planetary Change","0921-8181","Article","2016-01-01","10.1016/j.gloplacha.2015.02.013",NA,0,0,0,1,TRUE,2016,1.741,"B"
1,"Relative vulnerability to climate change of trees in western North America","Climatic Change","0165-0009, 1573-1480","Article","2016-01-25","10.1007/s10584-016-1608-2",NA,0,0,0,5,FALSE,2016,1.883,"C"
1,"Gaps in provincial decision-maker’s perception and knowledge of climate change adaptation in China ","Environmental Science and Policy","1462-9011, 1873-6416","Article","2016-04-01","10.1016/j.envsci.2016.01.002",NA,0,0,0,1,FALSE,2016,1.656,"B"
1,"Coextirpation of host–affiliate relationships in rivers: the role of climate change, water withdrawal, and host?specificity","Global Change Biology","1354-1013, 1365-2486","Article","2011-01-17","10.1111/j.1365-2486.2010.02372.x",NA,0,0,0,1,FALSE,2011,4.768,"D"
1,"Recent wave climate and expected future changes in the seasonally ice-infested waters of the Gulf of St. Lawrence, Canada","Climate Dynamics","0930-7575, 1432-0894","Article","2015-04-16","10.1007/s00382-015-2592-3",NA,0,0,0,2,FALSE,2015,3.019,"D"
1,"Climate Change and Its Impact on the Eco-Environment of the Three-Rivers Headwater Region on the Tibetan Plateau, China","International Journal of Environmental Research and Public Health","1660-4601","Article","2015-09-25","10.3390/ijerph121012057",NA,0,0,0,1,TRUE,2015,0.82,"A"
1,"Vegetation and Climate Change during the Last Deglaciation in the Great Khingan Mountain, Northeastern China","PLoS ONE","1932-6203","Article","2016-01-05","10.1371/journal.pone.0146261",NA,0,0,0,3,TRUE,2016,1.201,"B"
1,"Regional climate sensitivity of wetland environments in Rwanda: the need for a location-specific approach","Regional Environmental Change","1436-3798, 1436-378X","Article","2015-12-19","10.1007/s10113-015-0905-z",NA,0,0,0,2,TRUE,2015,1.13,"A"
1,"Contemporary niche contraction affects climate change predictions for elephants and giraffes","Diversity and Distributions","1366-9516, 1472-4642","Article","2015-12-15","10.1111/ddi.12406",NA,0,0,0,1,FALSE,2015,2.651,"C"
1,"Climate change and plant dispersal along corridors in fragmented landscapes of Mesoamerica","Ecology and Evolution","2045-7758","Article","2013-09-01","10.1002/ece3.672",NA,0,0,0,0,TRUE,2013,1.579,"B"
1,"Climate change impacts, vulnerability and adaptive capacity of the electrical energy sector in Cyprus","Regional Environmental Change","1436-3798, 1436-378X","Article","2015-11-27","10.1007/s10113-015-0885-z",NA,0,0,0,2,FALSE,2015,1.13,"A"
1,"Social Perceptions of Rainforest and Climatic Change from Rural Communities in Southern Mexico","Ecosystems","1432-9840, 1435-0629","Article","2015-07-18","10.1007/s10021-015-9903-8",NA,0,0,0,2,FALSE,2015,2.013,"C"
1,"Latitudinal patterns in the phenological responses of leaf colouring and leaf fall to climate change in Japan","Global Ecology and Biogeography","1466-822X, 1466-8238","Article","2008-07-01","10.1111/j.1466-8238.2008.00398.x",NA,0,0,0,1,FALSE,2008,4.061,"D"
1,"Adapting Management of Marine Environments to a Changing Climate: A Checklist to Guide Reform and Assess Progress","Ecosystems","1432-9840, 1435-0629","Article","2015-10-19","10.1007/s10021-015-9925-2",NA,0,0,0,2,FALSE,2015,2.013,"C"
1,"A review of damage-reducing measures to manage fluvial flood risks in a changing climate","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2015-01-09","10.1007/s11027-014-9629-5",NA,0,0,0,1,FALSE,2015,0.891,"A"
1,"Climate change and waterborne diarrhoea in northern India: Impacts and adaptation strategies ","Science of the Total Environment","0048-9697, 1879-1026","Article","2013-08-21","10.1016/j.scitotenv.2013.07.021",NA,0,0,0,1,FALSE,2013,1.621,"B"
1,"Idiosyncratic species effects confound size-based predictions of responses to climate change","Philosophical Transactions of the Royal Society B: Biological Sciences","0962-8436, 1471-2970","Article","2012-11-05","10.1098/rstb.2012.0244",NA,0,0,0,2,FALSE,2012,2.137,"C"
1,"Everglades Restoration Science and Decision-Making in the Face of Climate Change: A Management Perspective","Environmental Management","0364-152X, 1432-1009","Article","2015-03-15","10.1007/s00267-015-0452-x",NA,0,0,0,1,FALSE,2015,0.794,"A"
1,"Adopting public values and climate change adaptation strategies in urban forest management: A review and analysis of the relevant literature.","Journal of Environmental Management","0301-4797, 1095-8630","Article","2015-09-29","10.1016/j.jenvman.2015.09.004",NA,0,0,0,2,FALSE,2015,1.141,"A"
1,"The economics of climate change in Mexico: implications for national/regional policy","Climate Policy","1469-3062, 1752-7457","Article","2013-11-01","10.1080/14693062.2013.813806",NA,0,0,0,1,FALSE,2013,1.165,"B"
1,"Native forests and climate change: Lessons from eucalypts ","Forest Ecology and Management","0378-1127","Article","2015-07-01","10.1016/j.foreco.2015.03.002",NA,0,0,0,1,FALSE,2015,1.615,"B"
1,"Assessment of composite index methods for agricultural vulnerability to climate change ","Journal of Environmental Management","0301-4797, 1095-8630","Article","2015-03-21","10.1016/j.jenvman.2015.03.020",NA,0,0,0,1,FALSE,2015,1.141,"A"
1,"Climate change on the Tibetan Plateau in response to shifting atmospheric circulation since the LGM","Scientific Reports","2045-2322","Article","2015-08-21","10.1038/srep13318",NA,0,0,0,3,TRUE,2015,1.625,"B"
1,"Predicting consequences of climate change for ecosystem functioning: variation across trophic levels, species and individuals","Diversity and Distributions","1366-9516, 1472-4642","Article","2015-08-01","10.1111/ddi.12367",NA,0,0,0,2,FALSE,2015,2.651,"C"
1,"How climate change might influence the potential distribution of weed, bushmint (Hyptis suaveolens)?","Environmental Monitoring and Assessment","1573-2959","Article","2015-04-15","10.1007/s10661-015-4415-8",NA,0,0,0,1,FALSE,2015,0.545,"A"
1,"Characterizing the effects of policy instruments on the future costs of carbon capture for coal power plants","Climatic Change","0165-0009, 1573-1480","Article","2015-08-05","10.1007/s10584-015-1469-0",NA,0,0,0,4,FALSE,2015,1.883,"C"
1,"Water supply sustainability and adaptation strategies under anthropogenic and climatic changes of a meso-scale Mediterranean catchment ","Science of the Total Environment","0048-9697, 1879-1026","Article","2015-08-08","10.1016/j.scitotenv.2015.07.093",NA,0,0,0,1,FALSE,2015,1.621,"B"
1,"Use of very high resolution climate model data for hydrological modelling: baseline performance and future flood changes","Climatic Change","0165-0009, 1573-1480","Article","2015-07-01","10.1007/s10584-015-1455-6",NA,0,0,0,1,FALSE,2015,1.883,"C"
1,"Evaluating the effect of climate change on areal reduction factors using regional climate model projections ","Journal of Hydrology","0022-1694","Article","2015-09-01","10.1016/j.jhydrol.2015.06.067",NA,0,0,0,1,FALSE,2015,1.745,"C"
1,"Genes Left Behind: Climate Change Threatens Cryptic Genetic Diversity in the Canopy-Forming Seaweed  Bifurcaria bifurcata ","PLoS ONE","1932-6203","Article","2015-07-15","10.1371/journal.pone.0131530",NA,0,0,0,1,TRUE,2015,1.201,"B"
1,"Climate change/variability implications on hydroelectricity generation in the Zambezi River Basin","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2011-06-23","10.1007/s11027-011-9283-0",NA,0,0,0,1,FALSE,2011,0.891,"A"
1,"Genotypic trait variation modifies effects of climate warming and nitrogen deposition on litter mass loss and microbial respiration.","Global Change Biology","1354-1013, 1365-2486","Article","2014-08-05","10.1111/gcb.12704",NA,0,0,0,1,FALSE,2014,4.768,"D"
1,"A multi-dimensional assessment of urban vulnerability to climate change in Sub-Saharan Africa","Natural Hazards","0921-030X, 1573-0840","Article","2015-06-12","10.1007/s11069-015-1856-x",NA,0,0,0,1,FALSE,2015,0.762,"A"
1,"Modelling the impact of climate change on the atmospheric transport and the fate of persistent organic pollutants in the Arctic","Atmospheric Chemistry and Physics","1680-7316, 1680-7324","Article","2015-06-15","10.5194/acp-15-6549-2015",NA,0,0,0,1,TRUE,2015,3.264,"D"
1,"Climatic and human drivers of recent lake-level change in East Juyan Lake, China","Regional Environmental Change","1436-3798, 1436-378X","Article","2015-06-10","10.1007/s10113-015-0822-1",NA,0,0,0,2,FALSE,2015,1.13,"A"
1,"Alternative future analysis for assessing the potential impact of climate change on urban landscape dynamics ","Science of the Total Environment","0048-9697, 1879-1026","Article","2015-06-10","10.1016/j.scitotenv.2015.05.103",NA,0,0,0,1,FALSE,2015,1.621,"B"
1,"The new climate discourse: Alarmist or alarming?","Global Environmental Change","0959-3780","Article","2008-02-01","10.1016/j.gloenvcha.2007.06.003",NA,0,0,0,1,FALSE,2008,3.507,"D"
1,"CO2 emission clusters within global supply chain networks: Implications for climate change mitigation ","Global Environmental Change","0959-3780","Article","2015-11-01","10.1016/j.gloenvcha.2015.04.003",NA,0,0,0,1,FALSE,2015,3.507,"D"
1,"Impact of climate change on wheat flowering time in eastern Australia ","Agricultural and Forest Meteorology","0168-1923","Article","2015-09-01","10.1016/j.agrformet.2015.04.028",NA,0,0,0,1,FALSE,2015,1.976,"C"
1,"The vulnerability of Pyrenean ski resorts to climate-induced changes in the snowpack","Climatic Change","0165-0009, 1573-1480","Article","2015-05-06","10.1007/s10584-015-1400-8",NA,0,0,0,3,FALSE,2015,1.883,"C"
1,"Legitimacy of urban climate change adaptation: a case in Helsinki","Regional Environmental Change","1436-3798, 1436-378X","Article","2015-04-30","10.1007/s10113-015-0797-y",NA,0,0,0,2,FALSE,2015,1.13,"A"
1,"Hydrological simulation of Po River (North Italy) discharge under climate change scenarios using the RCM COSMO-CLM ","Science of the Total Environment","0048-9697, 1879-1026","Article","2015-04-12","10.1016/j.scitotenv.2015.03.096",NA,0,0,0,2,FALSE,2015,1.621,"B"
1,"Using a Social Justice and Health Framework to Assess European Climate Change Adaptation Strategies","International Journal of Environmental Research and Public Health","1660-4601","Article","2014-11-28","10.3390/ijerph111212389",NA,0,0,0,1,TRUE,2014,0.82,"A"
1,"Emissions and their drivers: sensitivity to economic growth and fossil fuel availability across world regions","Climatic Change","0165-0009, 1573-1480","Article","2015-03-19","10.1007/s10584-015-1368-4",NA,0,0,0,4,FALSE,2015,1.883,"C"
1,"Future Premature Mortality Due to O3, Secondary Inorganic Aerosols and Primary PM in Europe — Sensitivity to Changes  in Climate, Anthropogenic Emissions, Population and  Building Stock","International Journal of Environmental Research and Public Health","1660-4601","Article","2015-03-04","10.3390/ijerph120302837",NA,0,0,0,1,TRUE,2015,0.82,"A"
1,"Estimation of urban water supply issues at the local scale:a participatory approach","Climatic Change","0165-0009, 1573-1480","Article","2015-03-11","10.1007/s10584-015-1366-6",NA,0,0,0,4,FALSE,2015,1.883,"C"
1,"Projected Tree Species Redistribution Under Climate Change: Implications for Ecosystem Vulnerability Across Protected Areas in the Eastern United States","Ecosystems","1432-9840, 1435-0629","Article","2014-11-18","10.1007/s10021-014-9822-0",NA,0,0,0,2,FALSE,2014,2.013,"C"
1,"Climate Change, Land Use Conflicts, Predation and Ecological Degradation as Challenges for Reindeer Husbandry in Northern Europe: What do We Really Know After Half a Century of Research?","Ambio","0044-7447, 1654-7209","Article","2012-07-01","10.1007/s13280-012-0257-6",NA,0,0,0,1,FALSE,2012,1.221,"B"
1,"Decadal changes in the Southern Hemisphere sea surface temperature in association with El Niño–Southern Oscillation and Southern Annular Mode","Climate Dynamics","0930-7575, 1432-0894","Article","2015-03-03","10.1007/s00382-015-2535-z",NA,0,0,0,2,FALSE,2015,3.019,"D"
1,"Green infrastructure as a climate change adaptation policy intervention: Muddying the waters or clearing a path to a more secure future? ","Journal of Environmental Management","0301-4797, 1095-8630","Article","2014-09-30","10.1016/j.jenvman.2014.09.003",NA,0,0,0,2,FALSE,2014,1.141,"A"
1,"Modelling the influence of predicted future climate change on the risk of wind damage within New Zealand's planted forests","Global Change Biology","1354-1013, 1365-2486","Article","2015-05-19","10.1111/gcb.12900",NA,0,0,0,2,FALSE,2015,4.768,"D"
1,"Climate change and the water cycle in newly irrigated areas","Environmental Monitoring and Assessment","1573-2959","Article","2015-01-28","10.1007/s10661-014-4260-1",NA,0,0,0,1,FALSE,2015,0.545,"A"
1,"Climate change scenarios of herbaceous production along an aridity gradient: vulnerability increases with aridity","Oecologia","0029-8549, 1432-1939","Article","2015-02-07","10.1007/s00442-015-3234-5",NA,0,0,0,1,FALSE,2015,1.72,"B"
1,"Climate warming causes intensification of the hydrological cycle resulting in changes to the vernal and autumnal windows in a northern temperate forest","Hydrological Processes","0885-6087, 1099-1085","Article","2015-03-16","10.1002/hyp.10450",NA,0,0,0,1,FALSE,2015,1.446,"B"
1,"A socio-psychological model for analyzing climate change adaptation: A case study of Sri Lankan paddy farmers ","Global Environmental Change","0959-3780","Article","2015-03-01","10.1016/j.gloenvcha.2014.12.010",NA,0,0,0,1,FALSE,2015,3.507,"D"
1,"Impacts of drought and predicted effects of climate change on fish growth in temperate Australian lakes","Global Change Biology","1354-1013, 1365-2486","Article","2011-02-04","10.1111/j.1365-2486.2010.02259.x",NA,0,0,0,2,FALSE,2011,4.768,"D"
1,"Different intra- and interspecific facilitation mechanisms between two Mediterranean trees under a climate change scenario","Oecologia","0029-8549, 1432-1939","Article","2014-10-30","10.1007/s00442-014-3115-3",NA,0,0,0,1,FALSE,2014,1.72,"B"
1,"Agricultural policy informed by farmers’ adaptation experience to climate change in Veneto, Italy","Regional Environmental Change","1436-3798, 1436-378X","Article","2015-01-07","10.1007/s10113-014-0750-5",NA,0,0,0,2,FALSE,2015,1.13,"A"
1,"Managing Protected Areas Under Climate Change: Challenges and Priorities.","Environmental Management","0364-152X, 1432-1009","Article","2014-04-12","10.1007/s00267-014-0271-5",NA,0,0,0,1,FALSE,2014,0.794,"A"
1,"Changes of western European heat wave characteristics projected by the CMIP5 ensemble","Climate Dynamics","0930-7575, 1432-0894","Article","2014-12-12","10.1007/s00382-014-2434-8",NA,0,0,0,3,FALSE,2014,3.019,"D"
1,"Will among?population variation in seed traits improve the chance of species persistence under climate change?","Global Ecology and Biogeography","1466-822X, 1466-8238","Article","2014-10-10","10.1111/geb.12234",NA,0,0,0,2,FALSE,2014,4.061,"D"
1,"Bird migration times, climate change, and changing population sizes","Global Change Biology","1354-1013, 1365-2486","Article","2016-02-12","10.1111/j.1365-2486.2008.01619.x",NA,0,0,0,1,FALSE,2016,4.768,"D"
1,"Mainstreaming climate change adaptation into development in Bangladesh","Climate and Development","1756-5529, 1756-5537","Article","2014-11-07","10.1080/17565529.2014.977761",NA,0,0,0,2,FALSE,2014,0.805,"A"
